Fontana della Navicella;Via della Navicella
Scuola Gianturco;Via della Palombella
Monumento a Ciceruacchio;Via della Passeggiata del Gianicolo 
Fontana nel Parco della Resistenza;Via della Piramide Cestia
Monumento ai caduti dell’8 settembre;Via della Piramide Cestia
Fontanella della Posta Vecchia;Via della Posta Vecchia
Fontanella via della Purificazione;Via della Purificazione
Edifici scolastici: scuola Cadlolo;Via della Rondinella, 2
Fontana via della Scrofa;Via della Scrofa
Fontanella in via della Scrofa;Via della Scrofa
Sant’Agostino;Via della Scrova, 80
Fontana via della Verbena;Via della Verbena
Excubitorium ;Via della VII Coorte, 9
Villa cosiddetta di Plinio;Via della Villa di Plinio
Fontanella via della Vite;Via della Vite
Acquedotto Alessandrino;Via dell'Acquedotto Alessandrino
Colombario costantiniano, cd.;Via dell'Almone
Ninfeo di via Amba Aradam;Via dell'Amba Aradam
Casale sulla Tomba di Romolo e Arco dei Cenci;Via dell'Arco dei Cenci
S. Maria delle Carine ( da accertare presso la Conservatoria );Via delle Carine
Basilica di Generosa;Via delle Catacombe di Generosa
Casale ex Segna, presso Catacombe di Generosa;Via delle Catacombe di Generosa
Edificio scolastico in via delle Fornaci;Via delle Fornaci
Casale ( Veschi);Via delle Fornaci
Monumento contemporaneo ad Alcide De Gasperi;Via delle Fornaci
Monumento ai caduti di tutte le guerre del Tufello;Via delle Isole Curzolane 
Mura Gianicolensi, tratto fra Porta San Pancrazio e Porta Portese;Via delle Mura Gianicolensi
Fontana di Giunone – Quattro Fontane;Via delle Quattro fontane
Fontana di Diana – Quattro Fontane;Via delle Quattro fontane
Statua S. Ambrogio;Via delle Quattro fontane
Statua S. Carlo;Via delle Quattro fontane
Fontana dell’Arno ( una delle Quattro Fontane);Via delle Quattro fontane
Stadio delle Terme;Via delle Terme di Caracalla
Monumento ai Caduti di Dogali;Via delle Terme di Diocleziano
Fontana sarcofago in via delle Terme di Tito;Via delle Terme di Tito
Terme di Tito;Via delle Terme di Tito
Ninfeo di Colle Oppio;Via delle Terme di Traiano
Fontana del Tevere ( una delle Quattro Fontane);Via delle uattro fontane
Edificio scolastico Liceo Pilo Albertelli e scuola Daniele Manin;Via dell'esquilino, 31
Albergo dell’Orso;Via dell'Orso
Fontanella del Sole;Via di Bravetta
Monumento ai Martiri di Forte Aurelio;Via di Bravetta
Monumento ai Martiri di Forte Bravetta;Via di Bravetta ( Parco dei Martiri di Forte Bravetta )
Mausoleo di Castel di Guido;Via di Castel di Guido
Chiesa dello Spirito Santo a Castel di Guido;Via di Castel di Guido
Casali nella tenuta di Castel di Guido;Via di Castel di Guido
Deposito di Castel di Guido: N° 47 pezzi;Via di Castel di Guido
Scuola Franceschi;Via di Donna Olimpia
Forte Ardeatino;Via di Grotta Perfetta
Forma 888;Via di Grottaperfetta
Ex chiesa di S. Maria di Grottapinta;Via di Grottapinta, 21
Italcable;Via di Macchia Palocco
Monumento ai Caduti di tutte le guerre di Castel Verde;Via di Massa S. Giuliano
Terme di Traiano;Via di Monte Oppio
Fontana a bacino circolare con monumento;Via di Pietralata ( Castel Paterno )
Casale Pino Lecce;Via di Pino Lecce
Casale Ceribelli a Poggio Ameno;Via di Poggio Ameno
Ponte Fabricio;Via di Ponte Quattro Capi
Ponte Salario;Via di Ponte Salario
Fontanile S. Vittorino/ Ponte di Terra;Via di Ponte Terra
Fontana in via di Porta Labicana;Via di Porta Labicana
Colombario di Pomponio Hylas;Via di Porta Latina, 14
Porta Portese;Via di Porta Portese
Resti antichi sotto la casina del Cardinal Bessarione;Via di Porta San Sebastiano
Arco di Druso;Via di Porta San Sebastiano
Colonna crucifera;Via di Porta San Sebastiano
Casina Vignola Boccapaduli;Via di Porta San Sebastiano 
Casina del cardinal Bessarione con arredi e Depositi;Via di Porta San Sebastiano, 8
Fontana sarcofago con testa di leone, Casina del Cardinal Bessarione;Via di Porta San Sebastiano, 8
Fontana sarcofago, Casina del Cardinal Bessarione;Via di Porta San Sebastiano, 8
Fontana  circolare con olla, Casina del Cardinal Bessarione;Via di Porta San Sebastiano, 8
Fontana  Casina del Cardinal Bessarione;Via di Porta San Sebastiano, 8
Sepolcro degli Scipioni;Via di Porta San Sebastiano, 9
Statua S. Nicola (Villaggio Pescatori);Via di Quinqueremi
Dolocenum;Via di S. Domenico, 20
N.° 2 Fontane;Via di S. Gregorio
Delegazione Comunale, ex Stazione sanitaria;Via di S. Vittorino
Torre dei Capocci;Via di San Martino ai Monti
Palazzo Specchi;Via di San Paolo alla Regola
Fontana sarcofago nicchione S. Sebastianello;Via di San Sebastianello 
Fontanella rionale di S. Vito;Via di San Vito, 20
Fontanile Santa Seconda;Via di Santa Seconda
Complesso di S. Ambrogio alla Massima, porzione Uffici Sovraintendenza;Via di Sant'Ambrogio della Massima
Complesso di S. Ambrogio alla Massima, porzione occupata;Via di Sant'Ambrogio della Massima
Sede Municipio Tor Bella Monaca;Via di Tor Bella Monaca
Fontana ottagonale nel giardini della sede USL;Via di Tor Cervara / via degli Armenti
Resti antichi sotto Tor Fiscale;Via di Tor Fiscale
Tor Marancia;Via di Tor Marancia
Casali del Piano;Via di Tor Pagnotta
Sepolcro di Tor di Quinto;Via di Tor Quinto
Fontana a forma di nave nel Parco Calimera;Via di Torre Nova
Fontana  a teste equine nel Parco Calimera;Via di Torre Nova
“Binari”, Parco Calimera;Via di Torre Nova
Fontana  in via di Torre Spaccata/ via dei Romanisti;Via di Torre Spaccata/ via dei Romanisti
Casale e fienile in via di Torre Vecchia;Via di Torre Vecchia
Fontana nel Roseto Comunale;Via di Valle
Statua maschile in via di Villa Madama;Via di Villa Madama
Colonna in via di Villa Narducci;Via di Villa Narducci
N.2 Fontane sul Serbatoio Eleniano;Via Eleniana
Monumento dell’Acqua Marcia;Via Eleniana
Serbatoio Eleniano;Via Eleniana 
Monumento contemporaneo ai Caduti di tutte le guerre;Via Ernesto Breda
Fontana contemporanea “La lupa”;Via Ettore Rolli
Fontana contemporanea ( nel Parcheggio Automobilistico);Via F. Brunelleschi
Fontanile lavatoio ai Cessati Spiriti;Via F.Bartoloni
Monumento al Giuramento di Simon Bolivar;Via Falterona
Sepolcro di via Filarete;Via Filarete (Scuola Grazia Deledda )
Casina Vagnuzzi;Via Flaminia
Porta del Popolo;Via Flaminia
Fontana con sarcofago;Via Flaminia, 158
Fontana dell’Acqua Vergine sulla Palazzina di Pio IV;Via Flaminia
Fontana delle Tre Conche;Via Flaminia
Fontanella via Fontanella di Borghese;Via Fontanella di Borghese
Monumento contemporaneo “Memoria a Maurizio di Leo”;Via G. De Romanis
Mitreo, cd.;Via G. Lanza, fronte al civico n° 130
Serbatoio in via Gaeta;Via Gaeta
Edificio scolastico Di Donato;Via Galilei
Fontana ninfeo;Via Garibaldi
Mostra Acqua Paola;Via Garibaldi
Mausoleo Ossario Garibaldino;Via Garibaldi, 29
Mausoleo Ossario Garibaldino;Via Garibaldi, 29/e
Latrina Romana;Via Garibaldi, sotto piazza S. Pietro in Montorio
La Porta dell’Acqua;Via Gaspare Ambrosini
Fontana  di Pinocchio - Parco Renzo Mancini;Via Giggi Pizzirani
Monumento ai Ragazzi Diversi ( Parco Renzo Mancini);Via Giggi Pizzirani
Ipogeo di Via Giovanni Lanza;Via Giovanni Lanza, 130
Resti antichi;Via Giovannipoli (all'interno del parco di Commodilla)
Fontana del Mascherone;Via Giulia
Liceo Virgilio ed ex Collegio Ghislieri;Via Giulia, 38
Fontana muro Palazzo Clarelli;Via Giulia, 79 
Fontana del Prigione;Via Goffredo Mameli
Sede Municipio III;Via Goito
Monumento ai caduti della Magliana e della Parrocchietta;Via Isacco Newton
Ludus Magnus;Via Labicana
Monumento ai martiri della Storta;Via Labranca
Fontana del Facchino;Via Lata
Monumento a Santa Caterina da Siena;Via Latina, 28
Sepolcro (resti);Via Latina, 550
Fontanella a tre cannelle;Via Laurentina
Monumento contemporaneo  alle Vittime delle Foibe Istriane, Largo delle Vittime delle foibe Istriane;Via Laurentina
Resti antichi;Via Laurentina, km 1
Masso carsico in memoria dei Caduti Giuliani e Dalmati;Via Laurentina
Acquedotto Felice, porzione nel Parco degli Acquedotti;Via Lemonia, circa 2 Km
Casale Garibaldi;Via Leonardo da Vinci
Busti a Toselli (2);Via Lepanto
Cisterna ;Via Lidia (Parco dell'Appia Antica)
Ipogeo di via Livenza ;Via Livenza (traversa di via Po)
Fontana a vasca in via Luigi Chiaia;Via Luigi Chiaia
Fontanile presso Casale Centro Anziani “M. Testa”;Via M. De Pisis ( Tor Sapienza )
Fontanina artistica via M. de’Fiori;Via M. de’ Fiori
Cisterna ;Via Marco Polo
Fontana degli Artisti;Via Margutta
Caserma dei Vigili del Fuoco;Via Marmorata
Arco di s. Lazzaro;Via Marmorata, 28
Scuola elementare Collodi, borgata del Trullo;Via Massa Marittima
Ex Ufficio d’Igiene;Via Merulana, 123
Ex chiesa di S. Rita;Via Montanara
Fontanella dell’Orso;Via Monte Brianzo
Scuola Pistelli;Via Monte Zebio, 33
Fontana al Labaro;Via Monti della Valchetta detta Fontana al Labaro
Resti antichi sotto Palazzo delle Esposizioni;Via Nazionale 
Palazzo delle Esposizioni;Via Nazionale, 194
Fontana in via Nicola Zabaglia;Via Nicola Zabaglia
Colombario di villa Leopardi;Via Nomentana
Monumento alla Breccia di Porta Pia;Via Nomentana
Fontana Torlonia;Via Nomentana
Ponte Nomentano;Via Nomentana
Mausoleo cd di Menenio Agrippa;Via Nomentana - Piazza Menenio Agrippa
Fontana dell’Acqua Marcia;Via Nomentana, 162
Fontana in via Nomentana 414;Via Nomentana, 414
Sepolcro cd. Torraccio della Cecchina;Via Nomentana, km. 9,200
Torraccio della Cecchina;Via Nomentana, km. 9,200
Monumento Nullo Baldini;Via Nullo Baldini
Ex fabbrica farmaceutica;Via Ostiense
Fontana sarcofago in via Ostiense, Basilica di S. Paolo;Via Ostiense
Necropoli di San Paolo;Via Ostiense - Parco Schuster
Monumento ai Caduti di Nassirya;Via Ostiense (fuori le mura)
Scuola Principe di Piemonte;Via Ostiense, 263/c
Fontane nel giardino della scuola Principe di Piemonte (2);Via Ostiense, 263/c
Ponte zona Acilia sud;Via Ostiense km 14,500
Fontanile via Ostiense km 16,700;Via Ostiense km 16,700
Ex Centrale Montemartini;Via Ostiense, 106
Mercati Generali;Via Ostiense, 109
Necropoli Ostiense (Sepolcreto Ostiense);Via Ostiense, 190  - Parco Schuster
Ponte di Tor di Valle;Via Ostiense, km 8,500
Scuola di Danza in via Ozieri;Via Ozieri
Fontana in via Paolina;Via Paolina
Colonna commemorativa del gemellaggio Roma-Parigi;Via Parigi / Via Vittorio Emanuele Orlando
Stele in via Persichetti;Via Persichetti
Colombari di via Taranto/via Pescara;Via Pescara, 2
Palazzo dell’Anagrafe;Via Petroselli
Palazzo dei Lavori Pubblici;Via Petroselli
Fontana contemporanea a vasca circolare;Via piazza Istria
Colombario via Pinciana ;Via Pinciana Municipio II 
Fontana sarcofago via Porta S. Pancrazio;Via Porta S. Pancrazio
Fontana via Porto Ripa Grande;Via Porto Ripa Grande
Porzione di casale sotto il cavalcavia di via Isacco Newton;Via Portuense
Casa Vittoria;Via Portuense n.220
Fontana in via Prenestina;Via Prenestina - Via A. Staderini
"Mausoleo detto ""Il Torrione""";Via Prenestina (angolo via B. Colleoni)
Colombario di via Olevano Romano;Via Prenestina / Via Olevano Romano
Sepolcro di via Prenestina;Via Prenestina 430
Resti antichi e basolato;Via Prenestina 607
Torrione di via Prenestina;Via Prenestina, a circa km.1,200 dopo Porta Maggiore
Edificio scolastico Regina Elena;Via Puglia/via Sicilia/via Sardegna
Edificio scolastico Michelangelo Buonarroti;Via Puglia/via Sicilia/via Sardegna
Casa protostorica di Fidene;Via Quarrata
Torre delle Milizie;Via Quattro Novembre
Fontana della Balena;Via Recanati ( area a giardino)
Tortura (1);Via Romolo Balzani 87
Tortura (2);Via Romolo Balzani 87
Famiglia;Via Romolo Balzani 87
Catacomba di via Rovigno;Via Rovigno d’Istria presso via Prenestina
Fontana in via S. Maria in Cosmedin;Via S. Maria in Cosmedin
Resti antichi;Via S. Martino ai Monti, di fronte al civico 9 (botola)
Fontana sarcofago in via S. Stefano del Cacco;Via S. Stefano del Cacco
Arco di Gallieno;Via S. Vito
Ponte Salario (resti);Via Salaria
Resti di mura difensive e villa a Monte Antenne;Via Salaria
Ponte Salario;Via Salaria
Mausoleo di Lucilio Peto;Via Salaria, 125
Edificio scolastico Istituto Alfieri - Lante della Rovere;Via Salaria, 159
Forte Antenne;Via Salatia, 275
Grotte di Pompeo, cd. ;Via san Biagio Platani
Fontana via S. Giacomo;Via San Giacomo
Insula di San Paolo alla Regola;Via San Paolo alla Regola, 16
Fontanella del Clivo Argentario;Via San Pietro in Carcere
Serbatoio in via Sapri;Via Sapri
Monumento al Vigile del Fuoco ( area a giardino);Via Scarpanto
Anastasio (scuola Settembrini);Via Sebenico, 1
Edificio scolastico Liceo Tasso;Via Sicilia
Fontanella via Spada d’Orlando;Via Spada d’Orlando
Ex Casale Ronca;Via Stabilini
Sepolcri repubblicani di via Statilia;Via Statilia angolo via S. Croce in Gerusalemme
Fontana a doppio bacino, viale XVII Olimpiade;Via Svezia
Colombari di via Taranto;Via Taranto / Via Enna
Allegoria ( parcheggio uffici comunali);Via Tiburtina, 1163
Ex Chiesa di S. Maria dell’Oliva;Via Tiburtina/ via di Casal Bianco ( Settecamini)
Monumento ai Caduti di Tor Quinto;Via Tor Quinto
Torre del Fiscale;Via Torre del Fiscale
Ponte Neroniano;Via Trionfale
Forte Trionfale;Via Trionfale
Fontanile - lavatoio di Pio IX;Via Trionfale
Fontanella presso il S. Maria della Pietà;Via Trionfale
Fontanile o fontanella in via Trionfale angolo viale Platone;Via Trionfale angolo viale Platone
Acquedotto Turati;Via Turati
Sede dell’Istituto Luce;Via Tuscolana
Scuola di Cinematografia;Via Tuscolana
Fontana del XX secolo;Via Tuscolana, 780
Fontana monumentale di Clemente XII a Porta Furba                           ;Via Tuscolana, 539
Tor di Mezzavia;Via Tuscolana/Anagnina
Resti antichi;Via Valerio Poblicola (cortile scuola Salvo d'Acquisto)
S. Maria in Tempulo;Via Valle delle Camene
Casale La Perna e chiesetta attigua;Via Valle di Perna 315
Centro Anziani;Via Vittorio Amedeo II
Asilo Volpato;Via Volpato/ Piazzale della Radio
Edificio scolastico “Mazzini”;Via Volsinio, 23
Busti a Mameli, La Marmora, Manara, Pagliari all’interno di Porta Pia;Via XX Settembre
Monte Testaccio;Via Zabaglia, 24 Municipio I Rione XX - Testaccio 
“Orchidea”;Viale Africa, EUR
Monumento contemporaneo “Il Vascello della Rivoluzione”;Viale C. Colombo/ via dell’Esperanto
Monumento contemporaneo “Ofelia”;Viale Camillo Sabini/ via Roberto Lordi
Acquedotto Felice ( Ferrovia Roma Napoli);Viale Castrense a Torre del Fiscale
Oratorio di S. Margherita ( Mura Aureliane );Viale Castrense e via Carlo Felice
Monumento  ‘Crescendo’;Viale De Coubertin presso l’Auditorium
Resti antichi sotto Torre Brunori;Viale dei Caduti per la Resistenza
Ex Campo Boario;Viale del Campo Boario
Bastione Ardeatino;Viale del Campo Boario
Stele a José Martì;Viale del Giappone
Tomba nel Bioparco;Viale del Giardino Zoologico, 20
Casina del Salvi;Viale del Parco del Celio 
Fontana presso la casina del Salvi al Celio;Viale del Parco del Celio 
Antiquarium al Celio;Viale del Parco del Celio, 22
Resti Chiesa medievale Villa di Plinio;Viale della Villa di Plinio
Cappella Arco Oscuro a Valle Giulia;Viale delle Belle Arti
Liceo Mamiani;Viale delle Milizie 30 
Sepolcro presso la posterula Ardeatina;Viale delle Mura Ardeatine
Mura Gianicolensi;Viale delle Mure Aurelie
Colonna crucifera davanti alla chiesa dei SS. Nereo ed Achilleo;Viale delle Terme Di Caracalla
Domus Parthorum;Viale delle Terme di Caracalla (interno stadio delle terme)
Porta Capena;Viale delle Terme di Caracalla/via delle Camene
Casale di Giovio;Viale di Villa Pamphilj
Monumento  “Memoria a Matteo Di Fazio”;Viale Grande Muraglia ( Sottopasso Viadotto)
Monumento nel Parco della Resistenza;Viale Manlio Gelsomini 
Ipogeo degli Aureli;Viale Manzoni e via Luzzatti
Edificio scolastico Galilei;Viale Manzoni e via Luzzatti
Basilica e catacomba di San Valentino;Viale Maresciallo Pilsudsk
Monumento al maresciallo Pilsudski;Viale maresciallo Pilsudski
Monumento ai Caduti guerra 1915-18;Viale maresciallo Pilsudski
Caduti Liberazione Roma;Viale Monumento ai Caduti
Monumento  Anniversario sacrificio della Divisione Aqui a Cefalonia e Corfù;Viale Oceania
Cisterna, cd. di viale Partenope;Viale Partenope
Ipogeo di Villa Glori;Viale Pilsudski
Villa romana e Museo all’Auditorium;Viale Pilzudski
Monumento contemporaneo “Fossili”;Viale Romualdo Chiesa/ piazza F. Vannetti Donnini
Strutture termali;Viale Tito Labieno
Fontana nei giardini di viale Tiziano;Viale Tiziano
Monumento  “Goal Italia 90”;Viale Tiziano/ Piazza Apollodoro
Mausoleo di Tor di Quinto;Viale Tor di Quinto Municipio XX
Monumento alle Vittime dell'11 settembre 2001;Viale Umberto Tupini
Colonia Vittorio Emanuele III/Lido Ostia;Viale Vittorio Emanuele III (Lido Ostia)
Monumento ai caduti della Guardia di Finanza;Viale XXI Aprile 51
Portici del Foro Olitorio;Vico Jugario
Stele in Vico Jugario;Vico Jugario
Annia Regilla - Sant’Urbano;Vicolo di Sant’Urbano
Appartamento in palazzo Caccialupi;Vicolo Savelli 48
Antemnae;Villa Ada
Sepolcro di villa Borghese;Villa Borghese - Via Pinciana
Gallerie e cisterne nell'area della Casina Valadier;Villa Borghese (All'interno del Parco)
Deposito dell’ex convento di S. Gregorio nel cimitero dei monanaci;Villa Celimontane, Rione Celio
Cisterna e cunicoli;Villa Pamphili (All'interno del Parco)
Colombario e necropoli di villa Pamphili;Villa Pamphili (All'interno del Parco)
Monumento della Lotta;Villaggio Olimpico
Monumento del Pugilato;Villaggio Olimpico
Monumento del Calcio;Villaggio Olimpico
Monumento alla Corsa;Villaggio Olimpico
Sepolcreto Salario;Zona Salaria
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
